 n_tokens_title, num_hrefs, average_token_length, is_weekend, global_sentiment_polarity, title_sentiment_polarity, shares, popularity, workday, data_channel_Entertainment, data_channel_Lifestyle, data_channel_Other, data_channel_Social Media, data_channel_Tech, data_channel_World
9.0,7.0,4.52145214521,0.0,0.047368421052599995,0.0,498,Very Poor,1,0,0,0,0,0,0
11.0,8.0,4.78823529412,0.0,0.235294117647,0.266666666667,440,Very Poor,1,1,0,0,0,0,0
9.0,8.0,4.68926553672,0.0,0.187082362082,0.0,423,Very Poor,1,1,0,0,0,0,0
8.0,7.0,4.05147058824,0.0,0.0306277056277,0.0,544,Very Poor,1,0,0,1,0,0,0
12.0,12.0,4.8225,0.0,0.148354978355,0.0,581,Very Poor,1,0,0,0,0,0,1
9.0,11.0,4.55605381166,0.0,0.112092074592,0.5,442,Very Poor,1,0,1,0,0,0,0
12.0,11.0,4.85056039851,0.0,0.0643604784909,0.0,458,Very Poor,1,0,0,0,0,0,1
12.0,3.0,4.66852886406,0.0,0.22962962963000003,0.3,462,Very Poor,1,0,0,0,0,0,1
10.0,20.0,4.85112359551,0.0,0.22331649831599998,0.0,593,Very Poor,1,1,0,0,0,0,0
9.0,7.0,4.89160839161,0.0,0.0314814814815,-0.5,463,Very Poor,1,0,0,0,0,0,1
11.0,2.0,4.48351648352,0.0,0.009745179063360001,0.0,368,Very Poor,1,1,0,0,0,0,0
10.0,7.0,4.44356955381,0.0,0.0680402930403,-0.3,484,Very Poor,1,0,0,1,0,0,0
10.0,15.0,4.452802359880001,0.0,0.22276695526700002,0.0,568,Very Poor,1,1,0,0,0,0,0
11.0,4.0,4.371794871790001,0.0,0.33333333333299997,0.3,635,Very Poor,1,0,0,1,0,0,0
8.0,18.0,4.68881118881,0.0,-0.00604395604396,-0.3,480,Very Poor,1,0,0,1,0,0,0
8.0,18.0,4.6875,0.0,0.0672794117647,0.0,514,Very Poor,1,0,0,1,0,0,0
12.0,11.0,4.70068027211,0.0,0.057720588235300005,0.0,615,Very Poor,1,0,0,0,0,0,1
7.0,5.0,4.844638949669999,0.0,0.127830687831,0.0,504,Very Poor,1,0,0,0,0,1,0
12.0,13.0,4.59565580618,0.0,0.011283443789899998,-0.6,416,Very Poor,1,0,0,0,0,0,1
8.0,33.0,4.84393553859,0.0,0.033481724461099996,0.3,529,Very Poor,1,0,0,1,0,0,0
5.0,5.0,5.18359375,0.0,0.1375,0.0,354,Very Poor,1,0,0,0,0,0,0
10.0,7.0,4.36725663717,0.0,0.170245310245,0.0,483,Very Poor,1,0,1,0,0,0,0
8.0,8.0,4.4885057471300005,0.0,0.222222222222,0.0,575,Very Poor,1,0,0,0,0,1,0
10.0,10.0,4.53846153846,0.0,0.08677660059239999,0.13636363636399998,560,Very Poor,1,0,0,0,0,0,1
8.0,2.0,4.67910447761,0.0,0.05,0.0,460,Very Poor,1,0,0,0,0,0,1
11.0,4.0,4.59693877551,0.0,-0.0053841991342,0.13636363636399998,554,Very Poor,1,0,0,0,0,1,0
11.0,6.0,5.06694560669,0.0,0.0033648170011799997,0.13636363636399998,638,Very Poor,1,0,0,0,0,0,1
9.0,8.0,4.15020366599,0.0,0.14116117052899999,0.2,438,Very Poor,1,1,0,0,0,0,0
8.0,5.0,4.66847826087,0.0,0.051623376623400004,0.0,358,Very Poor,1,0,0,0,0,0,0
8.0,7.0,4.61872909699,0.0,0.140277777778,0.0,610,Very Poor,1,0,1,0,0,0,0
10.0,12.0,4.421534937,0.0,0.14917218724,0.0,592,Very Poor,1,0,0,0,0,0,0
13.0,12.0,4.62668463612,0.0,0.08188888888889999,0.0,465,Very Poor,1,0,0,0,0,0,1
10.0,4.0,4.87398373984,0.0,0.0892518939394,0.33333333333299997,577,Very Poor,1,1,0,0,0,0,0
11.0,8.0,4.47916666667,0.0,0.104567805383,0.6,536,Very Poor,1,1,0,0,0,0,0
9.0,8.0,4.41472868217,0.0,-0.058495270161899995,0.0,561,Very Poor,1,0,0,0,0,0,1
8.0,19.0,4.9425,0.0,0.13693528693499998,0.13636363636399998,423,Very Poor,1,0,0,1,0,0,0
9.0,6.0,4.5965147453099995,0.0,0.109380636724,-0.125,533,Very Poor,1,0,0,0,0,0,0
18.0,38.0,4.85661080074,0.0,0.311571345321,0.5,428,Very Poor,1,0,0,0,1,0,0
11.0,7.0,5.11428571429,0.0,0.19428071928100002,0.0,560,Very Poor,1,0,0,0,0,0,0
10.0,11.0,4.27976190476,0.0,0.0654121863799,0.0,583,Very Poor,1,0,1,0,0,0,0
11.0,15.0,4.5604651162800005,0.0,0.13603764122099998,0.7,635,Very Poor,1,0,0,0,1,0,0
11.0,0.0,4.564102564100001,0.0,0.027651515151499998,0.0,589,Very Poor,1,1,0,0,0,0,0
10.0,12.0,4.65762711864,0.0,0.057849702381,-0.05,473,Very Poor,1,0,0,1,0,0,0
10.0,3.0,4.638655462180001,0.0,0.09047619047620001,0.0,532,Very Poor,1,0,0,0,0,0,0
11.0,5.0,4.32195121951,0.0,0.137996031746,0.2,510,Very Poor,1,0,0,1,0,0,0
11.0,5.0,4.132258064519999,0.0,0.21640812890799999,0.3,342,Very Poor,1,0,0,0,0,1,0
13.0,6.0,4.86397058824,0.0,0.0737859966121,0.0,503,Very Poor,1,0,0,0,0,0,0
9.0,7.0,4.970873786409999,0.0,0.314285714286,0.0,522,Very Poor,1,1,0,0,0,0,0
13.0,30.0,4.331842576030001,0.0,0.12572337297,0.2,300,Very Poor,1,0,0,0,0,0,1
7.0,9.0,4.54791666667,0.0,0.11725772005799999,0.0,623,Very Poor,1,0,0,0,0,0,0
7.0,2.0,4.49740932642,0.0,0.0486111111111,0.0,548,Very Poor,1,0,0,0,0,0,0
11.0,2.0,4.958435207819999,0.0,0.10353288987400001,0.0,508,Very Poor,1,0,0,0,0,0,1
11.0,5.0,4.63333333333,0.0,-0.0186868686869,0.0,603,Very Poor,1,0,0,0,0,0,1
11.0,16.0,4.559633027519999,0.0,0.17308677048300003,0.0,371,Very Poor,1,1,0,0,0,0,0
8.0,9.0,4.65859564165,0.0,0.11627384960699999,0.13636363636399998,375,Very Poor,1,1,0,0,0,0,0
14.0,6.0,4.58208955224,0.0,0.174122807018,-0.0777777777778,445,Very Poor,1,0,1,0,0,0,0
12.0,4.0,4.39361702128,0.0,0.217055860806,0.0,513,Very Poor,1,1,0,0,0,0,0
13.0,7.0,4.75543478261,0.0,0.038054226475300004,0.17777777777800002,560,Very Poor,1,1,0,0,0,0,0
10.0,2.0,4.8588235294099995,0.0,-0.0414515525627,-0.0333333333333,581,Very Poor,1,0,0,0,0,0,1
11.0,4.0,4.53861386139,0.0,-0.0408797653959,0.0,556,Very Poor,1,0,0,0,0,1,0
9.0,2.0,4.47008547009,0.0,0.39444444444399995,0.0,518,Very Poor,1,0,0,0,0,0,0
12.0,5.0,4.66666666667,0.0,0.112337662338,-0.2,555,Very Poor,1,0,0,0,0,0,0
12.0,6.0,4.71317829457,0.0,0.148179271709,-0.125,447,Very Poor,1,0,0,0,0,0,0
10.0,8.0,4.86956521739,0.0,-0.00357142857143,0.0,405,Very Poor,1,0,0,0,0,0,1
6.0,9.0,4.84868421053,0.0,0.366558441558,0.0,431,Very Poor,1,0,0,0,0,0,1
12.0,7.0,4.53846153846,0.0,0.106018518519,0.33333333333299997,515,Very Poor,1,0,0,0,0,0,0
11.0,7.0,4.20338983051,0.0,0.19209479246199998,0.0,537,Very Poor,1,1,0,0,0,0,0
9.0,7.0,5.12698412698,0.0,0.226787878788,0.13636363636399998,471,Very Poor,1,0,0,0,0,0,0
9.0,6.0,4.4854368932,0.0,0.20109890109900003,0.475,527,Very Poor,1,0,0,1,0,0,0
9.0,10.0,4.94129158513,0.0,0.275,0.25,632,Very Poor,1,0,0,0,0,0,0
10.0,3.0,4.4126984127,0.0,0.189285714286,0.0,400,Very Poor,1,0,0,1,0,0,0
11.0,6.0,5.109090909090001,0.0,0.104781746032,0.0,482,Very Poor,1,0,0,0,0,0,1
11.0,8.0,4.96755162242,0.0,0.23622222222199998,0.5,606,Very Poor,1,1,0,0,0,0,0
11.0,14.0,5.09688581315,0.0,0.0331439393939,0.0,532,Very Poor,1,0,0,0,0,0,1
12.0,6.0,4.3382352941199995,0.0,0.20833333333299997,-0.125,614,Very Poor,1,0,0,0,0,0,0
13.0,7.0,4.82741116751,0.0,0.19081632653099997,0.25,475,Very Poor,1,1,0,0,0,0,0
13.0,4.0,4.68181818182,0.0,0.0637631728541,0.0,574,Very Poor,1,1,0,0,0,0,0
14.0,2.0,4.61142857143,0.0,0.17910685805399998,0.433333333333,538,Very Poor,1,0,0,0,0,0,0
9.0,5.0,4.64402810304,0.0,0.112984693878,0.5,535,Very Poor,1,0,0,0,0,0,0
10.0,4.0,4.45514950166,0.0,0.022521551724099996,0.2,521,Very Poor,1,0,0,1,0,0,0
9.0,3.0,4.811764705880001,0.0,0.171987878788,0.2,469,Very Poor,1,0,0,0,0,0,1
10.0,6.0,5.06130268199,0.0,0.0455555555556,0.0,414,Very Poor,1,0,0,0,0,0,1
10.0,7.0,4.79470198675,0.0,0.081020021645,-0.4,506,Very Poor,1,1,0,0,0,0,0
10.0,14.0,5.29790026247,0.0,0.161907536908,0.5,590,Very Poor,1,0,0,0,0,0,0
9.0,4.0,4.634375,0.0,0.155164835165,0.0,565,Very Poor,1,1,0,0,0,0,0
9.0,12.0,4.8830083565499995,0.0,0.0111904761905,0.25,357,Very Poor,1,0,0,0,0,0,1
12.0,3.0,4.53221288515,0.0,0.13246406371400002,0.13636363636399998,566,Very Poor,1,0,0,0,0,0,0
12.0,3.0,4.281690140849999,0.0,0.235416666667,0.0,460,Very Poor,1,0,0,1,0,0,0
11.0,17.0,4.62890625,0.0,0.380208333333,0.166666666667,583,Very Poor,1,0,0,1,0,0,0
10.0,15.0,4.68804347826,0.0,0.11348905723899999,-0.388888888889,294,Very Poor,1,1,0,0,0,0,0
14.0,6.0,4.4,0.0,0.31233766233800003,-0.125,349,Very Poor,1,1,0,0,0,0,0
11.0,16.0,4.48177083333,0.0,0.0953869047619,0.0,507,Very Poor,1,0,0,0,1,0,0
8.0,13.0,4.86486486486,0.0,0.0780212842713,0.0,542,Very Poor,1,0,0,0,0,0,1
11.0,4.0,4.58857142857,0.0,0.170061728395,0.644444444444,559,Very Poor,1,0,0,1,0,0,0
8.0,12.0,4.28237129485,0.0,0.0684039051227,-0.7,401,Very Poor,1,0,1,0,0,0,0
12.0,3.0,4.92213114754,0.0,0.189743589744,0.0,469,Very Poor,1,1,0,0,0,0,0
10.0,3.0,4.442996742669999,0.0,-0.0061419583241599995,0.0,578,Very Poor,1,0,0,1,0,0,0
11.0,5.0,4.52631578947,0.0,0.09813899868249999,0.0,441,Very Poor,1,0,0,0,0,0,0
8.0,9.0,5.00982318271,0.0,0.022633744855999997,0.0,577,Very Poor,1,0,0,0,0,0,1
10.0,3.0,4.432432432430001,0.0,0.0228632478632,-0.2,510,Very Poor,1,0,0,0,0,0,0
10.0,4.0,5.1609498680699994,0.0,0.244736842105,0.16,532,Very Poor,1,0,0,0,0,0,1
9.0,3.0,4.5875,0.0,0.0224977043159,0.25,559,Very Poor,1,0,0,0,0,1,0
10.0,10.0,4.37048503612,0.0,0.142964079571,0.0,467,Very Poor,1,1,0,0,0,0,0
12.0,5.0,4.48062015504,0.0,0.13792558235400001,0.13636363636399998,534,Very Poor,1,0,0,0,0,1,0
9.0,6.0,4.68907563025,0.0,-0.08457591790930001,0.0,531,Very Poor,1,0,0,0,0,0,1
12.0,2.0,4.8349753694599995,0.0,0.0840656565657,-0.166666666667,436,Very Poor,1,1,0,0,0,0,0
8.0,9.0,4.80888030888,0.0,0.132742054693,0.0,469,Very Poor,1,0,0,0,0,1,0
10.0,7.0,4.26819407008,0.0,0.23103201829599998,0.416666666667,636,Very Poor,1,0,0,0,0,0,0
8.0,5.0,5.01442307692,0.0,0.0742372706658,0.0,373,Very Poor,1,0,0,0,0,0,1
10.0,17.0,4.48183556405,0.0,-0.051682127396400004,0.0,412,Very Poor,1,1,0,0,0,0,0
8.0,13.0,4.83728115345,0.0,0.153210899078,0.468181818182,428,Very Poor,1,0,1,0,0,0,0
11.0,2.0,3.9718309859199996,0.0,0.2,0.33333333333299997,511,Very Poor,1,0,0,0,0,0,0
9.0,8.0,4.864367816090001,0.0,0.152038961039,0.275,435,Very Poor,1,0,0,0,0,0,1
8.0,5.0,4.91434262948,0.0,0.20497542997499998,0.375,478,Very Poor,1,0,0,0,0,0,0
10.0,6.0,5.36730769231,0.0,0.0421607378129,0.06818181818180001,386,Very Poor,1,0,0,0,0,0,1
13.0,5.0,5.01587301587,0.0,0.213185425685,-0.125,440,Very Poor,1,0,0,0,0,0,0
11.0,3.0,4.5657142857099995,0.0,0.048951048951000005,0.25,593,Very Poor,1,0,0,0,0,1,0
8.0,7.0,4.508982035930001,0.0,0.295833333333,0.0,340,Very Poor,1,0,0,1,0,0,0
9.0,7.0,5.1532033426199995,0.0,0.179361179361,0.13636363636399998,422,Very Poor,1,0,0,0,0,0,0
8.0,7.0,4.88397790055,0.0,0.0919913419913,0.75,397,Very Poor,1,0,0,0,0,0,1
10.0,11.0,4.7,0.0,0.16897043525,-0.2,380,Very Poor,1,1,0,0,0,0,0
8.0,5.0,5.06040268456,0.0,0.135472370766,0.0,488,Very Poor,1,1,0,0,0,0,0
8.0,5.0,5.2396694214899995,0.0,-0.013601928374700001,0.0,594,Very Poor,1,0,0,0,0,0,1
8.0,1.0,4.319277108430001,0.0,0.18717948717900001,0.0166666666667,444,Very Poor,1,0,0,0,0,0,0
8.0,1.0,4.49206349206,0.0,0.14797979798,0.0,326,Very Poor,1,0,0,0,0,0,1
13.0,3.0,4.654205607480001,0.0,0.29188034188,0.75,606,Very Poor,1,1,0,0,0,0,0
8.0,4.0,4.4122486288800005,0.0,0.129723994329,0.023232323232299998,518,Very Poor,1,0,0,0,0,0,0
11.0,5.0,4.59365079365,0.0,0.0912772684832,0.0,460,Very Poor,1,0,0,0,0,0,0
9.0,7.0,5.47959183673,0.0,0.18333333333299998,0.0,546,Very Poor,1,0,0,0,0,0,1
9.0,7.0,4.47122302158,1.0,0.110416666667,0.33333333333299997,536,Very Poor,0,1,0,0,0,0,0
10.0,7.0,4.837662337659999,1.0,0.14986013986,0.33333333333299997,550,Very Poor,0,1,0,0,0,0,0
11.0,15.0,4.69510807736,1.0,0.14966032074000002,0.0,498,Very Poor,0,1,0,0,0,0,0
7.0,17.0,4.582974137930001,0.0,0.309144130379,0.4,623,Very Poor,1,0,0,0,0,0,0
11.0,4.0,5.669856459330001,0.0,0.104347826087,-0.2,644,Very Poor,1,1,0,0,0,0,0
7.0,4.0,4.70414201183,0.0,0.130667789001,0.5,601,Very Poor,1,1,0,0,0,0,0
13.0,12.0,4.91899070385,0.0,0.0563110481068,-0.4,609,Very Poor,1,0,0,0,0,0,1
8.0,8.0,4.89655172414,0.0,0.293981481481,0.5,550,Very Poor,1,0,0,1,0,0,0
12.0,2.0,4.7482517482499995,0.0,0.0246685606061,0.33333333333299997,594,Very Poor,1,1,0,0,0,0,0
11.0,4.0,4.36564223798,0.0,0.126731950845,0.0,527,Very Poor,1,1,0,0,0,0,0
9.0,3.0,4.414035087719999,0.0,0.10348193473200001,0.0,564,Very Poor,1,0,0,0,0,0,0
10.0,4.0,4.25908372828,0.0,0.12509308647700002,0.0,494,Very Poor,1,0,0,0,0,1,0
11.0,5.0,4.57843137255,0.0,0.26833333333299997,0.5,496,Very Poor,1,0,1,0,0,0,0
12.0,10.0,4.736641221369999,0.0,0.191129054928,0.0,544,Very Poor,1,0,0,0,0,0,0
10.0,16.0,4.34234234234,0.0,0.0834047619048,0.13636363636399998,527,Very Poor,1,0,0,1,0,0,0
8.0,4.0,5.486707566460001,0.0,0.11390831390799999,0.0,401,Very Poor,1,0,0,0,0,0,1
8.0,23.0,4.39484978541,0.0,0.20297619047600002,0.25,456,Very Poor,1,0,1,0,0,0,0
11.0,6.0,5.0432,0.0,0.0819733044733,0.0,583,Very Poor,1,0,0,0,0,0,1
11.0,15.0,4.5770547945199995,0.0,0.166014654744,0.32,482,Very Poor,1,0,0,1,0,0,0
9.0,11.0,4.624615384619999,0.0,0.09033577533579999,0.33333333333299997,571,Very Poor,1,1,0,0,0,0,0
10.0,8.0,4.6393442623,0.0,0.0881955717893,0.0,419,Very Poor,1,0,0,0,0,0,0
10.0,7.0,4.55164835165,0.0,0.198033216783,1.0,502,Very Poor,1,1,0,0,0,0,0
11.0,10.0,4.937588652480001,0.0,0.13163961039,0.0,529,Very Poor,1,0,0,0,0,0,1
10.0,3.0,4.485815602840001,0.0,0.141773504274,0.0,318,Very Poor,1,0,0,0,0,0,0
9.0,4.0,4.16489361702,0.0,0.41898148148100006,0.0,504,Very Poor,1,0,0,1,0,0,0
8.0,10.0,4.75963718821,0.0,0.139357864358,0.0333333333333,475,Very Poor,1,1,0,0,0,0,0
11.0,11.0,5.23138297872,0.0,0.0483434343434,0.0,399,Very Poor,1,0,0,0,0,0,1
6.0,5.0,4.79684763573,0.0,0.205003720238,0.0,348,Very Poor,1,0,0,0,1,0,0
10.0,4.0,5.04651162791,0.0,0.13737373737400002,0.0,643,Very Poor,1,0,0,0,0,0,1
9.0,4.0,4.84946236559,0.0,0.171174242424,0.0,635,Very Poor,1,0,0,0,0,0,1
9.0,5.0,4.84403669725,0.0,0.156134596696,0.0,574,Very Poor,1,0,0,0,0,0,1
11.0,8.0,5.3168604651199995,0.0,0.20127077223900003,0.13636363636399998,544,Very Poor,1,0,0,0,0,0,0
11.0,33.0,4.6274336283199995,0.0,0.172546592687,-0.7,366,Very Poor,1,1,0,0,0,0,0
11.0,3.0,4.39103232534,0.0,-0.009898535171639999,-0.5,434,Very Poor,1,0,0,1,0,0,0
11.0,3.0,4.50881612091,0.0,0.0417149270483,0.06818181818180001,632,Very Poor,1,0,0,0,0,0,0
7.0,12.0,4.66156202144,0.0,0.0897959183673,0.0,303,Very Poor,1,1,0,0,0,0,0
10.0,6.0,4.4351145038199995,0.0,0.0414772727273,0.13636363636399998,424,Very Poor,1,1,0,0,0,0,0
10.0,6.0,4.5047619047600005,0.0,0.22013457556899999,0.0,356,Very Poor,1,1,0,0,0,0,0
12.0,1.0,4.49809885932,0.0,0.0861111111111,0.25,523,Very Poor,1,0,0,0,0,0,0
11.0,3.0,4.85757575758,0.0,-0.0198484848485,0.0,589,Very Poor,1,0,0,0,0,0,1
13.0,4.0,4.88793103448,0.0,0.18333333333299998,-0.125,430,Very Poor,1,0,0,0,0,0,0
11.0,4.0,4.53023255814,0.0,-0.0251393808212,0.0,633,Very Poor,1,0,0,1,0,0,0
9.0,4.0,4.95804195804,0.0,0.24958333333299998,0.0,589,Very Poor,1,0,0,0,0,0,0
11.0,9.0,4.69860279441,0.0,0.144488249845,1.0,642,Very Poor,1,0,0,0,0,0,1
11.0,16.0,4.53526970954,0.0,0.20957602339200002,0.1875,399,Very Poor,1,0,0,1,0,0,0
9.0,3.0,4.8619047619,0.0,0.195,0.0,533,Very Poor,1,0,0,0,0,0,1
8.0,7.0,4.66333333333,0.0,0.15178030302999998,0.13636363636399998,382,Very Poor,1,1,0,0,0,0,0
8.0,2.0,4.52139037433,0.0,0.378080683684,0.0,640,Very Poor,1,1,0,0,0,0,0
10.0,13.0,4.66985645933,0.0,0.21315586419799998,0.416666666667,484,Very Poor,1,1,0,0,0,0,0
11.0,13.0,5.2289156626499995,0.0,0.21166666666700001,0.0,463,Very Poor,1,0,0,1,0,0,0
9.0,3.0,4.44666666667,0.0,0.0228388798701,0.33333333333299997,572,Very Poor,1,0,0,1,0,0,0
7.0,6.0,5.0243902439,0.0,0.265589569161,0.0,589,Very Poor,1,0,0,1,0,0,0
13.0,7.0,4.42081447964,0.0,0.146759259259,0.295454545455,419,Very Poor,1,1,0,0,0,0,0
8.0,5.0,4.512234910280001,0.0,0.140562493062,0.13636363636399998,522,Very Poor,1,1,0,0,0,0,0
10.0,4.0,4.36956521739,0.0,0.263636363636,0.0,505,Very Poor,1,0,0,0,0,0,1
11.0,4.0,4.372881355930001,0.0,0.191358024691,0.0,597,Very Poor,1,0,0,1,0,0,0
11.0,6.0,4.94658753709,0.0,0.109336677815,0.0,515,Very Poor,1,0,0,0,1,0,0
